~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                       1200.00                  : Start Depth
 STOP.m                       2069.25                  : Stop  Depth
 STEP.m                       0.25                     : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK PETROLEUM                : Company Name
 WELL.                   BILABRI D4                    : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BILABRI                       : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         20/12/2006                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------
DEPTH.m                                      :   0 Depth Hole
TVD.m                                        :   1 True Vertical Depth
ROP_AVG.m/hr                                 :   2 Depth Averaged ROP
GR1AX.API                                    :   3 Gamma Ray - Apparent - Detector 1
RACLX.ohm.m                                  :   4 Resistivity Attenuation - Corrected - 400kHz
RPCHX.ohm.m                                  :   5 Resistivity Phase - Corrected - 2MHz
TCDX.degF                                    :   6 Downhole Temperature
#----------------------------------------------------------------------
~O
Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#----------------------------------------------------------------------
~A
  2036.00        1936.07         30.41         31.1           0.722         0.711       180.0  
  2036.25        1936.31         26.30         31.1           0.712         0.701       180.1  
  2036.50        1936.41         26.25         31.1           0.700         0.688       180.1  
  2036.75        1936.55         26.18         31.1           0.684         0.672       180.2  
  2037.00        1936.79         26.61         31.1           0.683         0.677       180.2  
  2037.25        1937.04         18.51         29.8           0.683         0.685       180.3  
  2037.50        1937.28         14.94         28.4           0.683         0.694       180.4  
  2037.75        1937.41         13.20         27.1           0.682         0.702       180.4  
  2038.00        1937.52         11.68         25.5           0.682         0.710       180.5  
  2038.25        1937.76          8.10         26.0           0.682         0.719       180.5  
  2038.50        1938.00          7.94         26.7           0.688         0.722       180.6  
  2038.75        1938.25          7.74         27.4           0.696         0.725       180.6  
  2039.00        1938.49          6.71         28.3           0.700         0.727       180.7  
  2039.25        1938.60          7.46         27.4           0.706         0.740       180.7  
  2039.50        1938.73          8.36         26.0           0.710         0.748       180.8  
  2039.75        1939.00         11.57         24.6           0.714         0.757       180.5  
  2040.00        1939.20         13.98         23.6           0.718         0.766       180.2  
  2040.25        1939.39         16.39         23.7           0.720         0.770       180.0  
  2040.50        1939.59         18.80         23.9           0.717         0.770       179.7  
  2040.75        1939.70         20.11         24.0           0.716         0.770       179.4  
  2041.00        1939.94         39.25         24.1           0.710         0.770       179.1  
  2041.25        1940.19         39.09         22.4           0.705         0.770       178.9  
  2041.50        1940.43         44.38         20.3           0.700         0.770       178.6  
  2041.75        1940.67         43.46         20.9           0.696         0.770       178.3  
  2042.00        1940.79         44.52         21.8           0.699         0.735       178.0  
  2042.25        1940.91         45.68         22.8           0.701         0.719       178.1  
  2042.50        1941.16         48.90         23.6           0.688         0.704       178.1  
  2042.75        1941.40         52.27         24.8           0.679         0.694       178.1  
  2043.00        1941.64         59.08         25.9           0.673         0.687       178.2  
  2043.25        1941.78         65.31         25.6           0.697         0.672       178.2  
  2043.50        1941.88         69.89         25.2           0.699         0.684       178.3  
  2043.75        1942.13         81.86         25.0           0.704         0.703       178.3  
  2044.00        1942.37         77.35         24.1           0.710         0.727       178.3  
  2044.25        1942.61         67.82         23.9           0.715         0.749       178.4  
  2044.50        1942.85         66.81         23.5           0.723         0.788       178.4  
  2044.75        1942.98         65.19         23.1           0.721         0.778       178.4  
  2045.00        1943.10         63.56         20.1           0.718         0.763       178.5  
  2045.25        1943.34         65.67         16.1           0.715         0.744       178.5  
  2045.50        1943.58         66.67         17.6           0.713         0.713       178.5  
  2045.75        1943.83         64.49         20.4           0.711         0.672       178.6  
  2046.00        1944.07         60.92         23.1           0.712         0.709       178.6  
  2046.25        1944.17         60.00         21.3           0.713         0.744       178.6  
  2046.50        1944.31         58.71         18.9           0.714         0.779       178.7  
  2046.75        1944.55         54.63         18.4           0.716         0.760       178.7  
  2047.00        1944.80         52.60         17.6           0.718         0.744       178.7  
  2047.25        1945.04         52.51         17.0           0.713         0.731       178.8  
  2047.50        1945.17         52.56         17.3           0.710         0.721       178.8  
  2047.75        1945.28         52.61         17.5           0.707         0.711       178.8  
  2048.00        1945.53         52.21         18.3           0.695         0.703       178.9  
  2048.25        1945.77         53.80         19.4           0.692         0.691       178.9  
  2048.50        1946.01         54.61         19.2           0.686         0.669       178.9  
  2048.75        1946.25         48.87         18.9           0.680         0.649       179.0  
  2049.00        1946.36         46.28         18.8           0.668         0.679       179.0  
  2049.25        1946.50         43.00         18.6           0.659         0.703       179.1  
  2049.50        1946.74         39.86         18.4           0.657         0.699       179.1  
  2049.75        1946.98         36.12         19.1           0.655         0.695       179.1  
  2050.00        1947.23         38.99         19.8           0.653         0.691       179.2  
