~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                 445.00                         : Start Depth
 STOP.m                 1150.00                        : Stop  Depth
 STEP.m                 0.25                           : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK                          : Company Name
 WELL.                   BILABRI DX1                   : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BULFORD DOLPHIN               : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         25/12/2005                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------#
DEPTH.m                                      :   0 Depth Hole
DRLL_ROP_AVG.m/hr                            :   1 Average ROP
RACLM.Ohm.m                                  :   2 
RPCLM.Ohm.m                                  :   3 
RACHM.Ohm.m                                  :   4 
RPCHM.Ohm.m                                  :   5 
CALFM.in                                     :   6 
NPLFM.pu                                     :   7 
GRAFM.API                                    :   8 
BDCFM.g/cc                                   :   9 
DRHFM.g/cc                                   :   10 
TCDM.degF                                    :   11 
TVD.m                                        :   12 Vertical Depth
#
~Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#
DEPTH             DRLL_ROP_AVG RACLM       RPCLM         RACHM       RPCHM        CALFM        NPLFM        GRAFM        BDCFM        DRHFM         TCDM          TVD          
  801.25         24.10         1.16         0.94         1.02         0.93      -999.25      -999.25        77.56      -999.25      -999.25       106.25       801.24
  801.50         24.29         1.12         0.87         0.94         0.88      -999.25      -999.25        92.08      -999.25      -999.25       105.69       801.49
  801.75         23.33         1.08         0.76         0.85         0.70      -999.25      -999.25        94.52      -999.25      -999.25       106.14       801.74
  802.00         22.38         1.04         0.71         0.83         0.62      -999.25      -999.25        88.56      -999.25      -999.25       106.25       801.99
  802.25         20.93         1.00         0.72         0.79         0.70      -999.25      -999.25        91.65      -999.25      -999.25       106.03       802.24
  802.50         21.23         0.99         0.74         0.82         0.72      -999.25      -999.25        91.24      -999.25      -999.25       106.25       802.49
  802.75         23.09         0.96         0.76         0.80         0.82      -999.25      -999.25        93.57      -999.25      -999.25       106.14       802.74
  803.00         22.49         0.92         0.69         0.73         0.70      -999.25      -999.25        91.21      -999.25      -999.25       106.25       802.99
  803.25         21.89         0.91         0.66         0.74         0.66      -999.25      -999.25        90.65      -999.25      -999.25       106.25       803.24
  803.50         21.09         0.91         0.66         0.72         0.66      -999.25      -999.25        89.41      -999.25      -999.25       106.25       803.49
  803.75         17.72         0.91         0.67         0.72         0.67      -999.25      -999.25        88.40      -999.25      -999.25       106.25       803.74
  804.00         16.30         0.91         0.64         0.76         0.61      -999.25      -999.25        90.12      -999.25      -999.25       106.25       803.99
  804.25         15.38         0.92         0.67         0.73         0.63      -999.25      -999.25        90.81      -999.25      -999.25       106.25       804.24
  804.50         17.07         0.95         0.73         0.80         0.71      -999.25      -999.25        89.72      -999.25      -999.25       106.25       804.49
  804.75         18.75         0.96         0.75         0.83         0.74      -999.25      -999.25        88.54      -999.25      -999.25       106.14       804.74
  805.00         11.48         0.96         0.72         0.74         0.72      -999.25      -999.25        87.71      -999.25      -999.25       106.25       804.99
  805.25         17.88         0.96         0.72         0.79         0.72      -999.25      -999.25        86.60      -999.25      -999.25       106.25       805.24
  805.50         31.09         0.97         0.72         0.80         0.69      -999.25      -999.25        86.58      -999.25      -999.25       106.25       805.49
  805.75         30.55         0.97         0.72         0.77         0.70      -999.25      -999.25        84.96      -999.25      -999.25       106.25       805.74
  806.00         30.01         0.97         0.72         0.75         0.70      -999.25      -999.25        86.28      -999.25      -999.25       106.25       805.99
  806.25         19.59         0.97         0.72         0.84         0.68      -999.25      -999.25        84.06      -999.25      -999.25       106.25       806.24
  806.50         18.45         0.99         0.76         0.75         0.78      -999.25      -999.25        81.42      -999.25      -999.25       106.25       806.49
  806.75         33.84         1.02         0.76         0.77         0.73      -999.25      -999.25        84.87      -999.25      -999.25       106.25       806.74
  807.00         23.50         1.03         0.77         0.85         0.74      -999.25      -999.25        88.09      -999.25      -999.25       106.25       806.99
  807.25         23.52         1.05         0.82         0.92         0.82      -999.25      -999.25        89.33      -999.25      -999.25       106.25       807.24
  807.50         23.53         1.06         0.86         0.94         0.89      -999.25      -999.25        89.50      -999.25      -999.25       106.25       807.49
  807.75         12.62         1.07         0.83         0.85         0.94      -999.25      -999.25        88.76      -999.25      -999.25       106.25       807.74
  808.00         13.12         1.08         0.84         0.86         0.93      -999.25      -999.25        84.56      -999.25      -999.25       106.25       807.99
  808.25         21.27         1.10         0.84         0.87         0.91      -999.25      -999.25        85.71      -999.25      -999.25       106.25       808.24
  808.50         20.45         1.11         0.85         0.89         0.89      -999.25      -999.25        84.69      -999.25      -999.25       106.25       808.49
  808.75         19.63         1.13         0.85         0.90         0.87      -999.25      -999.25        84.88      -999.25      -999.25       106.25       808.74
  809.00         20.51         1.12         0.83         0.90         0.83      -999.25      -999.25        85.07      -999.25      -999.25       106.25       808.99
  809.25         23.70         1.11         0.80         0.90         0.78      -999.25      -999.25        85.25      -999.25      -999.25       106.25       809.24
  809.50         24.08         1.11         0.84         1.01         0.82      -999.25      -999.25        85.44      -999.25      -999.25       106.25       809.49
  809.75         24.52         1.11         0.77         0.83         0.87      -999.25      -999.25        83.05      -999.25      -999.25       106.25       809.74
  810.00         25.61         1.11         0.83         0.89         0.83      -999.25      -999.25        81.46      -999.25      -999.25       106.25       809.99
  810.25         26.71         1.11         0.81         0.85         0.76      -999.25      -999.25        82.31      -999.25      -999.25       106.25       810.24
  810.50         27.97         1.12         0.83         0.91         0.83      -999.25      -999.25        76.68      -999.25      -999.25       106.25       810.49
  810.75         27.42         1.12         0.84         0.91         0.85      -999.25      -999.25        77.90      -999.25      -999.25       106.25       810.74
  811.00         27.44         1.07         0.82         0.85         0.76      -999.25      -999.25        79.88      -999.25      -999.25       106.25       810.99
  811.25         25.14         1.04         0.82         0.87         0.78      -999.25      -999.25        80.20      -999.25      -999.25       106.25       811.24
  811.50         22.83         0.99         0.75         0.85         0.77      -999.25      -999.25        88.16      -999.25      -999.25       106.25       811.49
  811.75         22.08         0.91         0.66         0.80         0.77      -999.25      -999.25        87.37      -999.25      -999.25       106.25       811.74
